dataset,dataset_kind,modules,variable,kind,variant_of,data,n_languages_covered
WordDomains,primary,Word,CohesionPatternDataSourceType,manual entry,,string,1
WordDomains,primary,Word,NumberMphmTypesInCohDomain,manual entry,,string,1
WordDomains,primary,Word,NumberMphmTypesInCohPrefixDomain,manual entry,,string,1
WordDomains,primary,Word,NumberMphmTypesInCohSuffixDomain,manual entry,,string,1
WordDomains,primary,Word,CoherentStemBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentStemEnclBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentStemEndoclBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentStemInfixBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentStemSuffixBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CohesionPatternStressPresence,manual entry,,string,1
WordDomains,primary,Word,CohPatternStructurePreservingPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentSuffixBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentSuffixEnclBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,CoherentSuffixSuffixBoundaryPresence,manual entry,,string,1
WordDomains,primary,Word,SurveyStatus,manual entry,,comment,1
WordDomains,primary,Word,CohesionPatternType,manual entry,,string,1
WordDomains,primary,Word,MphmTypesInCohPrefixDomainPropBinned3,computed,,value-list,1
WordDomains,primary,Word,MphmTypesInCohSuffixDomainPropBinned3,computed,,value-list,1
WordDomains,primary,Word,MphmTypesInCohStemDomainPropBinned3,computed,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,LID,manual entry,,integer,1
GrammaticalRelations,derived,GrammaticalRelations,Glottocode,manual entry,,string,1
GrammaticalRelations,derived,GrammaticalRelations,Language,manual entry,,string,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorID,manual entry,,integer,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorLabel,manual entry,,comment,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorType,manual entry,,string,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorTypeBinned,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorTypeBinned4,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,MarkerID,manual entry,,integer,1
GrammaticalRelations,derived,GrammaticalRelations,IsOvertlyCoded,manual entry,,logical,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorLocusOfMarking,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,SelectorClauseScope,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,CoreferenceControllerOrControllee,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,CoreferenceArgumentTreatment,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,ReferentialCondition,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,CoargumentAtr,computed,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,CoargumentP,computed,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,PredicateClassID,manual entry,,integer,1
GrammaticalRelations,derived,GrammaticalRelations,MarkerSlot,manual entry,,string,1
GrammaticalRelations,derived,GrammaticalRelations,ClauseRankCondition,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,CategoryCondition,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,SyntacticDomainCondition,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,PolarityCondition,manual entry,,value-list,1
GrammaticalRelations,derived,GrammaticalRelations,SelectedRoles,computed,,list-of<value-list>,1
Alignment,derived,GrammaticalRelations,LID,manual entry,,integer,1
Alignment,derived,GrammaticalRelations,Glottocode,manual entry,,string,1
Alignment,derived,GrammaticalRelations,Language,manual entry,,string,1
Alignment,derived,GrammaticalRelations,SelectorType,manual entry,,string,1
Alignment,derived,GrammaticalRelations,ReferentialCondition,manual entry,,value-list,1
Alignment,derived,GrammaticalRelations,CoargumentAtr,computed,,value-list,1
Alignment,derived,GrammaticalRelations,CoargumentP,computed,,value-list,1
Alignment,derived,GrammaticalRelations,CombinedPredicateClassID,computed,,string,1
Alignment,derived,GrammaticalRelations,MarkerSlot,manual entry,,string,1
Alignment,derived,GrammaticalRelations,ClauseRankCondition,manual entry,,value-list,1
Alignment,derived,GrammaticalRelations,CategoryCondition,manual entry,,value-list,1
Alignment,derived,GrammaticalRelations,SyntacticDomainCondition,manual entry,,value-list,1
Alignment,derived,GrammaticalRelations,PolarityCondition,manual entry,,value-list,1
Alignment,derived,GrammaticalRelations,Alignment2,computed,,string,1
Alignment,derived,GrammaticalRelations,Alignment3,computed,,string,1
Alignment,derived,GrammaticalRelations,AlignmentPTG,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,LID,manual entry,,integer,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,Glottocode,manual entry,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,Language,manual entry,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,AccDegreeForAgreement,computed,,number,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,AccDegreeForCase,computed,,number,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,AccDegreeForMarkerAgreement,computed,,number,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,ErgDegreeForAgreement,computed,,number,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,ErgDegreeForCase,computed,,number,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,ErgDegreeForMarkerAgreement,computed,,number,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,AccDegreeBinnedForAgreement,computed,,value-list,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,AccDegreeBinnedForCase,computed,,value-list,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,AccDegreeBinnedForMarkerAgreement,computed,,value-list,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,ErgDegreeBinnedForAgreement,computed,,value-list,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,ErgDegreeBinnedForCase,computed,,value-list,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,ErgDegreeBinnedForMarkerAgreement,computed,,value-list,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignment2ForAgreement,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignment2ForCase,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignment2ForMarkerAgreement,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignment3ForAgreement,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignment3ForCase,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignment3ForMarkerAgreement,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignmentPTGForAgreement,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignmentPTGForCase,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,DominantAlignmentPTGForMarkerAgreement,computed,,string,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasReferenceConditionedSplitsForAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasReferenceConditionedSplitsForCase,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasReferenceConditionedSplitsForMarkerAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasCategoryConditionedSplitsForAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasCategoryConditionedSplitsForCase,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasCategoryConditionedSplitsForMarkerAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasClauseRankConditionedSplitsForAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasClauseRankConditionedSplitsForCase,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasClauseRankConditionedSplitsForMarkerAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasPolarityConditionedSplitsForAgreement,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasPolarityConditionedSplitsForCase,computed,,logical,1
AlignmentForDefaultPredicatesPerLanguage,derived,GrammaticalRelations,HasPolarityConditionedSplitsForMarkerAgreement,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,LID,manual entry,,integer,1
GrammaticalMarkersPerLanguage,derived,Morphology,Glottocode,manual entry,,string,1
GrammaticalMarkersPerLanguage,derived,Morphology,Language,manual entry,,string,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerMorphemeType,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerMorphemeType,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerMorphemeType,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerMorphemeType,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerIsPersonPortmanteau,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerIsPersonPortmanteau,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerIsPersonPortmanteau,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerIsPersonPortmanteau,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerHostRestriction,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerHostRestriction,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerHostRestriction,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerHostRestriction,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFusion,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFusion,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFusion,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFusion,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFusionBinned6,computed,MarkerFusion,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFusionBinned6,computed,MarkerFusion,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFusionBinned6,computed,MarkerFusion,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFusionBinned6,computed,MarkerFusion,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFusionIsIsolating,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFusionIsIsolating,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFusionIsIsolating,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFusionIsIsolating,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFusionIsNonlinear,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFusionIsNonlinear,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFusionIsNonlinear,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFusionIsNonlinear,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFusionIsReduplicative,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFusionIsReduplicative,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFusionIsReduplicative,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFusionIsReduplicative,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFusionIsTonal,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFusionIsTonal,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFusionIsTonal,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFusionIsTonal,computed,MarkerFusion,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerStemFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerStemFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerStemFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerStemFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerFormativeFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerFormativeFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerFormativeFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerFormativeFlexivity,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerPosition,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerPosition,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerPosition,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerPosition,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerPositionBinned4,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerPositionBinned4,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerPositionBinned4,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerPositionBinned4,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerPositionBinned5,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerPositionBinned5,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerPositionBinned5,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerPositionBinned5,computed,MarkerPosition,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerHasPreposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerHasPreposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerHasPreposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerHasPreposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerHasPreposedDefaultExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerHasPreposedDefaultExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerHasPreposedDefaultExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerHasPreposedDefaultExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerHasPostposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerHasPostposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerHasPostposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerHasPostposedExponent,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerHasMultipleExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerHasMultipleExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerHasMultipleExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerHasMultipleExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerHasMultipleDefaultExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerHasMultipleDefaultExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerHasMultipleDefaultExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerHasMultipleDefaultExponents,computed,MarkerPosition,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerBehavior,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerBehavior,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerBehavior,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerBehavior,computed,,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerBehaviorBinned4,computed,MarkerBehavior,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerBehaviorBinned4,computed,MarkerBehavior,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerBehaviorBinned4,computed,MarkerBehavior,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerBehaviorBinned4,computed,MarkerBehavior,value-list,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerBehaviorIsSpreading,computed,MarkerBehavior,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerBehaviorIsSpreading,computed,MarkerBehavior,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerBehaviorIsSpreading,computed,MarkerBehavior,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerBehaviorIsSpreading,computed,MarkerBehavior,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerExpressedCategoriesCount,computed,,integer,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerExpressedCategoriesCount,computed,,integer,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerExpressedCategoriesCount,computed,,integer,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerExpressedCategoriesCount,computed,,integer,1
GrammaticalMarkersPerLanguage,derived,Morphology,CaseMarkerExpressesMultipleCategories,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,TenseMarkerExpressesMultipleCategories,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NegationMarkerExpressesMultipleCategories,computed,,logical,1
GrammaticalMarkersPerLanguage,derived,Morphology,NounPluralMarkerExpressesMultipleCategories,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,LID,manual entry,,integer,1
LocusOfMarkingPerLanguage,derived,Morphology,Glottocode,manual entry,,string,1
LocusOfMarkingPerLanguage,derived,Morphology,Language,manual entry,,string,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForA,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForP,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForPOSS,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForS,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForATTR,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForA,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForP,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForPOSS,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForS,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForATTR,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForSAndA,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForSOrA,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForAAndP,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasHeadMarkingForAOrP,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForSAndA,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForSOrA,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForAAndP,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,HasDependentMarkingForAOrP,computed,,logical,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUStim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForADefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForSDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForAct,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForSDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForAExp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForAAnim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForTDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForBDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForGDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPat,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUEmp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForTDef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForTEmp,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForBRec,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForBBen,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForLocative,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForIDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForAPoss,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForURef,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForATTRDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfNAlien,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForATTRDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForSDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForADefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfNInal,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForSDefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForADefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfNOrPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForBDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForTDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForADefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForBDefaultIfPro,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIf1PERS,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForSDefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForADefaultIfSAP,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefaultIf1PERS,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForPOSSDefaultIfNKin,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForUDefaultIfNAnim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingForADefaultIfN,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUStim,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForADefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForSDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForAct,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForUDefault,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForSDefaultIfOther,computed,,value-list,1
LocusOfMarkingPerLanguage,derived,Morphology,LocusOfMarkingBinned5ForAExp,computed,,value-list,1
